year_month,month_of_release,passenger_type,direction,sex,age,estimate,standard_error,status
2018-10,2019-11,Long-term migrant,Net,Male,10-14 years,147,3,Provisional
2018-10,2019-11,Long-term migrant,Net,Male,15-19 years,180,4,Provisional
2018-10,2019-11,Long-term migrant,Net,Male,20-24 years,214,6,Provisional
2018-10,2019-11,Long-term migrant,Net,Male,25-29 years,367,8,Provisional
2018-10,2019-11,Long-term migrant,Net,Male,30-34 years,508,6,Provisional
2018-10,2019-11,Long-term migrant,Net,Male,35-39 years,348,6,Provisional
2018-10,2019-11,Long-term migrant,Net,Male,40-44 years,264,5,Provisional
2018-10,2019-11,Long-term migrant,Net,Male,45-49 years,141,5,Provisional
2018-10,2019-11,Long-term migrant,Net,Male,50-54 years,70,4,Provisional
2018-10,2019-11,Long-term migrant,Net,Male,55-59 years,57,4,Provisional
2018-10,2019-11,Long-term migrant,Net,Male,5-9 years,150,2,Provisional
2018-10,2019-11,Long-term migrant,Net,Male,60-64 years,80,4,Provisional
2018-10,2019-11,Long-term migrant,Net,Male,65-69 years,57,3,Provisional
2018-10,2019-11,Long-term migrant,Net,Male,70-74 years,29,2,Provisional
2018-10,2019-11,Long-term migrant,Net,Male,75-79 years,9,1,Provisional
2018-10,2019-11,Long-term migrant,Net,Male,80-84 years,3,1,Provisional
2018-10,2019-11,Long-term migrant,Net,Male,85-89 years,-5,0,Provisional
2018-10,2019-11,Long-term migrant,Net,Male,90+ years,0,0,Provisional
2018-10,2019-11,Long-term migrant,Net,Male,TOTAL,2817,27,Provisional
2018-10,2019-11,Long-term migrant,Net,TOTAL,0-4 years,381,4,Provisional
2018-10,2019-11,Long-term migrant,Net,TOTAL,10-14 years,274,4,Provisional
2018-10,2019-11,Long-term migrant,Net,TOTAL,15-19 years,340,7,Provisional
2018-10,2019-11,Long-term migrant,Net,TOTAL,20-24 years,434,11,Provisional
2018-10,2019-11,Long-term migrant,Net,TOTAL,25-29 years,1071,13,Provisional
2018-10,2019-11,Long-term migrant,Net,TOTAL,30-34 years,909,9,Provisional
2018-10,2019-11,Long-term migrant,Net,TOTAL,35-39 years,644,8,Provisional
2018-10,2019-11,Long-term migrant,Net,TOTAL,40-44 years,419,7,Provisional
2018-10,2019-11,Long-term migrant,Net,TOTAL,45-49 years,198,7,Provisional
2018-10,2019-11,Long-term migrant,Net,TOTAL,50-54 years,117,6,Provisional
2018-10,2019-11,Long-term migrant,Net,TOTAL,55-59 years,114,6,Provisional
2018-10,2019-11,Long-term migrant,Net,TOTAL,5-9 years,277,4,Provisional
2018-10,2019-11,Long-term migrant,Net,TOTAL,60-64 years,178,7,Provisional
2018-10,2019-11,Long-term migrant,Net,TOTAL,65-69 years,80,5,Provisional
2018-10,2019-11,Long-term migrant,Net,TOTAL,70-74 years,47,3,Provisional
2018-10,2019-11,Long-term migrant,Net,TOTAL,75-79 years,-3,2,Provisional
2018-10,2019-11,Long-term migrant,Net,TOTAL,80-84 years,5,1,Provisional
2018-10,2019-11,Long-term migrant,Net,TOTAL,85-89 years,-4,1,Provisional
2018-10,2019-11,Long-term migrant,Net,TOTAL,90+ years,2,0,Provisional
2018-10,2019-11,Long-term migrant,Net,TOTAL,TOTAL,5484,46,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Female,0-4 years,391,1,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Female,10-14 years,218,1,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Female,15-19 years,289,3,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Female,20-24 years,683,3,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Female,25-29 years,1300,4,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Female,30-34 years,791,3,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Female,35-39 years,526,2,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Female,40-44 years,323,2,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Female,45-49 years,204,2,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Female,50-54 years,154,1,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Female,55-59 years,159,2,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Female,5-9 years,257,1,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Female,60-64 years,187,2,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Female,65-69 years,93,1,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Female,70-74 years,62,1,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Female,75-79 years,19,1,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Female,80-84 years,16,0,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Female,85-89 years,5,0,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Female,90+ years,3,0,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Female,TOTAL,5679,12,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Male,0-4 years,406,1,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Male,10-14 years,250,1,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Male,15-19 years,350,1,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Male,20-24 years,708,3,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Male,25-29 years,1107,3,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Male,30-34 years,931,4,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Male,35-39 years,623,3,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Male,40-44 years,428,3,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Male,45-49 years,295,3,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Male,50-54 years,191,2,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Male,55-59 years,170,2,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Male,5-9 years,299,1,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Male,60-64 years,155,2,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Male,65-69 years,112,1,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Male,70-74 years,70,1,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Male,75-79 years,29,1,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Male,80-84 years,11,0,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Male,85-89 years,3,0,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Male,90+ years,0,0,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Male,TOTAL,6137,14,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,TOTAL,0-4 years,798,2,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,TOTAL,10-14 years,468,2,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,TOTAL,15-19 years,639,3,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,TOTAL,20-24 years,1390,5,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,TOTAL,25-29 years,2407,6,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,TOTAL,30-34 years,1722,5,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,TOTAL,35-39 years,1148,3,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,TOTAL,40-44 years,751,3,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,TOTAL,45-49 years,499,4,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,TOTAL,50-54 years,345,2,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,TOTAL,55-59 years,329,3,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,TOTAL,5-9 years,556,1,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,TOTAL,60-64 years,342,3,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,TOTAL,65-69 years,205,2,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,TOTAL,70-74 years,132,1,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,TOTAL,75-79 years,48,1,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,TOTAL,80-84 years,27,0,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,TOTAL,85-89 years,8,0,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,TOTAL,90+ years,3,0,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,TOTAL,TOTAL,11817,23,Provisional
2018-10,2019-12,Long-term migrant,Departures,Female,0-4 years,208,1,Provisional
2018-10,2019-12,Long-term migrant,Departures,Female,10-14 years,96,1,Provisional
2018-10,2019-12,Long-term migrant,Departures,Female,15-19 years,130,1,Provisional
2018-10,2019-12,Long-term migrant,Departures,Female,20-24 years,472,3,Provisional
2018-10,2019-12,Long-term migrant,Departures,Female,25-29 years,607,3,Provisional
2018-10,2019-12,Long-term migrant,Departures,Female,30-34 years,390,2,Provisional
2018-10,2019-12,Long-term migrant,Departures,Female,35-39 years,229,2,Provisional
2018-10,2019-12,Long-term migrant,Departures,Female,40-44 years,171,1,Provisional
2018-10,2019-12,Long-term migrant,Departures,Female,45-49 years,150,2,Provisional
2018-10,2019-12,Long-term migrant,Departures,Female,50-54 years,109,2,Provisional
2018-10,2019-12,Long-term migrant,Departures,Female,55-59 years,104,2,Provisional
2018-10,2019-12,Long-term migrant,Departures,Female,5-9 years,135,1,Provisional
2018-10,2019-12,Long-term migrant,Departures,Female,60-64 years,95,1,Provisional
2018-10,2019-12,Long-term migrant,Departures,Female,65-69 years,69,1,Provisional
2018-10,2019-12,Long-term migrant,Departures,Female,70-74 years,44,1,Provisional
2018-10,2019-12,Long-term migrant,Departures,Female,75-79 years,30,1,Provisional
2018-10,2019-12,Long-term migrant,Departures,Female,80-84 years,14,0,Provisional
2018-10,2019-12,Long-term migrant,Departures,Female,85-89 years,3,0,Provisional
2018-10,2019-12,Long-term migrant,Departures,Female,90+ years,1,0,Provisional
2018-10,2019-12,Long-term migrant,Departures,Female,TOTAL,3057,10,Provisional
2018-10,2019-12,Long-term migrant,Departures,Male,0-4 years,207,1,Provisional
2018-10,2019-12,Long-term migrant,Departures,Male,10-14 years,105,1,Provisional
2018-10,2019-12,Long-term migrant,Departures,Male,15-19 years,181,2,Provisional
2018-10,2019-12,Long-term migrant,Departures,Male,20-24 years,495,2,Provisional
2018-10,2019-12,Long-term migrant,Departures,Male,25-29 years,739,3,Provisional
2018-10,2019-12,Long-term migrant,Departures,Male,30-34 years,424,3,Provisional
2018-10,2019-12,Long-term migrant,Departures,Male,35-39 years,273,3,Provisional
2018-10,2019-12,Long-term migrant,Departures,Male,40-44 years,167,2,Provisional
2018-10,2019-12,Long-term migrant,Departures,Male,45-49 years,154,2,Provisional
2018-10,2019-12,Long-term migrant,Departures,Male,50-54 years,122,2,Provisional
2018-10,2019-12,Long-term migrant,Departures,Male,55-59 years,110,2,Provisional
2018-10,2019-12,Long-term migrant,Departures,Male,5-9 years,151,1,Provisional
2018-10,2019-12,Long-term migrant,Departures,Male,60-64 years,69,1,Provisional
2018-10,2019-12,Long-term migrant,Departures,Male,65-69 years,53,1,Provisional
2018-10,2019-12,Long-term migrant,Departures,Male,70-74 years,42,1,Provisional
2018-10,2019-12,Long-term migrant,Departures,Male,75-79 years,20,0,Provisional
2018-10,2019-12,Long-term migrant,Departures,Male,80-84 years,9,0,Provisional
2018-10,2019-12,Long-term migrant,Departures,Male,85-89 years,8,0,Provisional
2018-10,2019-12,Long-term migrant,Departures,Male,90+ years,0,0,Provisional
2018-10,2019-12,Long-term migrant,Departures,Male,TOTAL,3329,11,Provisional
2018-10,2019-12,Long-term migrant,Departures,TOTAL,0-4 years,415,2,Provisional
2018-10,2019-12,Long-term migrant,Departures,TOTAL,10-14 years,201,1,Provisional
2018-10,2019-12,Long-term migrant,Departures,TOTAL,15-19 years,311,2,Provisional
2018-10,2019-12,Long-term migrant,Departures,TOTAL,20-24 years,967,4,Provisional
2018-10,2019-12,Long-term migrant,Departures,TOTAL,25-29 years,1346,4,Provisional
2018-10,2019-12,Long-term migrant,Departures,TOTAL,30-34 years,814,4,Provisional
2018-10,2019-12,Long-term migrant,Departures,TOTAL,35-39 years,502,3,Provisional
2018-10,2019-12,Long-term migrant,Departures,TOTAL,40-44 years,338,3,Provisional
2018-10,2019-12,Long-term migrant,Departures,TOTAL,45-49 years,304,3,Provisional
2018-10,2019-12,Long-term migrant,Departures,TOTAL,50-54 years,231,3,Provisional
2018-10,2019-12,Long-term migrant,Departures,TOTAL,55-59 years,214,3,Provisional
2018-10,2019-12,Long-term migrant,Departures,TOTAL,5-9 years,286,1,Provisional
2018-10,2019-12,Long-term migrant,Departures,TOTAL,60-64 years,164,2,Provisional
2018-10,2019-12,Long-term migrant,Departures,TOTAL,65-69 years,122,2,Provisional
2018-10,2019-12,Long-term migrant,Departures,TOTAL,70-74 years,86,1,Provisional
2018-10,2019-12,Long-term migrant,Departures,TOTAL,75-79 years,50,1,Provisional
2018-10,2019-12,Long-term migrant,Departures,TOTAL,80-84 years,23,0,Provisional
2018-10,2019-12,Long-term migrant,Departures,TOTAL,85-89 years,11,0,Provisional
2018-10,2019-12,Long-term migrant,Departures,TOTAL,90+ years,1,0,Provisional
2018-10,2019-12,Long-term migrant,Departures,TOTAL,TOTAL,6385,19,Provisional
2018-10,2019-12,Long-term migrant,Net,Female,0-4 years,183,1,Provisional
2018-10,2019-12,Long-term migrant,Net,Female,10-14 years,122,1,Provisional
2018-10,2019-12,Long-term migrant,Net,Female,15-19 years,159,3,Provisional
2018-10,2019-12,Long-term migrant,Net,Female,20-24 years,211,4,Provisional
2018-10,2019-12,Long-term migrant,Net,Female,25-29 years,693,5,Provisional
2018-10,2019-12,Long-term migrant,Net,Female,30-34 years,401,3,Provisional
2018-10,2019-12,Long-term migrant,Net,Female,35-39 years,297,2,Provisional
2018-10,2019-12,Long-term migrant,Net,Female,40-44 years,152,2,Provisional
2018-10,2019-12,Long-term migrant,Net,Female,45-49 years,54,2,Provisional
2018-10,2019-12,Long-term migrant,Net,Female,50-54 years,45,2,Provisional
2018-10,2019-12,Long-term migrant,Net,Female,55-59 years,55,2,Provisional
2018-10,2019-12,Long-term migrant,Net,Female,5-9 years,122,1,Provisional
2018-10,2019-12,Long-term migrant,Net,Female,60-64 years,92,2,Provisional
2018-10,2019-12,Long-term migrant,Net,Female,65-69 years,24,2,Provisional
2018-10,2019-12,Long-term migrant,Net,Female,70-74 years,18,1,Provisional
2018-10,2019-12,Long-term migrant,Net,Female,75-79 years,-11,1,Provisional
2018-10,2019-12,Long-term migrant,Net,Female,80-84 years,2,0,Provisional
2018-10,2019-12,Long-term migrant,Net,Female,85-89 years,2,0,Provisional
2018-10,2019-12,Long-term migrant,Net,Female,90+ years,2,0,Provisional
2018-10,2019-12,Long-term migrant,Net,Female,TOTAL,2623,15,Provisional
2018-10,2019-12,Long-term migrant,Net,Male,0-4 years,199,2,Provisional
2018-10,2019-12,Long-term migrant,Net,Male,10-14 years,145,2,Provisional
2018-10,2019-12,Long-term migrant,Net,Male,15-19 years,170,2,Provisional
2018-10,2019-12,Long-term migrant,Net,Male,20-24 years,212,4,Provisional
2018-10,2019-12,Long-term migrant,Net,Male,25-29 years,368,4,Provisional
2018-10,2019-12,Long-term migrant,Net,Male,30-34 years,508,4,Provisional
2018-10,2019-12,Long-term migrant,Net,Male,35-39 years,350,4,Provisional
2018-10,2019-12,Long-term migrant,Net,Male,40-44 years,261,3,Provisional
2018-10,2019-12,Long-term migrant,Net,Male,45-49 years,140,4,Provisional
2018-10,2019-12,Long-term migrant,Net,Male,50-54 years,69,2,Provisional
2018-10,2019-12,Long-term migrant,Net,Male,55-59 years,60,3,Provisional
2018-10,2019-12,Long-term migrant,Net,Male,5-9 years,148,1,Provisional
2018-10,2019-12,Long-term migrant,Net,Male,60-64 years,86,2,Provisional
2018-10,2019-12,Long-term migrant,Net,Male,65-69 years,59,2,Provisional
2018-10,2019-12,Long-term migrant,Net,Male,70-74 years,28,1,Provisional
2018-10,2019-12,Long-term migrant,Net,Male,75-79 years,9,1,Provisional
2018-10,2019-12,Long-term migrant,Net,Male,80-84 years,2,1,Provisional
2018-10,2019-12,Long-term migrant,Net,Male,85-89 years,-5,0,Provisional
2018-10,2019-12,Long-term migrant,Net,Male,90+ years,0,0,Provisional
2018-10,2019-12,Long-term migrant,Net,Male,TOTAL,2809,17,Provisional
2018-10,2019-12,Long-term migrant,Net,TOTAL,0-4 years,382,2,Provisional
2018-10,2019-12,Long-term migrant,Net,TOTAL,10-14 years,267,2,Provisional
2018-10,2019-12,Long-term migrant,Net,TOTAL,15-19 years,328,4,Provisional
2018-10,2019-12,Long-term migrant,Net,TOTAL,20-24 years,423,6,Provisional
2018-10,2019-12,Long-term migrant,Net,TOTAL,25-29 years,1061,8,Provisional
2018-10,2019-12,Long-term migrant,Net,TOTAL,30-34 years,908,6,Provisional
2018-10,2019-12,Long-term migrant,Net,TOTAL,35-39 years,647,4,Provisional
2018-10,2019-12,Long-term migrant,Net,TOTAL,40-44 years,413,4,Provisional
2018-10,2019-12,Long-term migrant,Net,TOTAL,45-49 years,194,5,Provisional
2018-10,2019-12,Long-term migrant,Net,TOTAL,50-54 years,115,4,Provisional
2018-10,2019-12,Long-term migrant,Net,TOTAL,55-59 years,115,4,Provisional
2018-10,2019-12,Long-term migrant,Net,TOTAL,5-9 years,270,2,Provisional
2018-10,2019-12,Long-term migrant,Net,TOTAL,60-64 years,178,3,Provisional
2018-10,2019-12,Long-term migrant,Net,TOTAL,65-69 years,84,3,Provisional
2018-10,2019-12,Long-term migrant,Net,TOTAL,70-74 years,46,2,Provisional
2018-10,2019-12,Long-term migrant,Net,TOTAL,75-79 years,-3,1,Provisional
2018-10,2019-12,Long-term migrant,Net,TOTAL,80-84 years,4,1,Provisional
2018-10,2019-12,Long-term migrant,Net,TOTAL,85-89 years,-3,1,Provisional
2018-10,2019-12,Long-term migrant,Net,TOTAL,90+ years,2,0,Provisional
2018-10,2019-12,Long-term migrant,Net,TOTAL,TOTAL,5431,29,Provisional
2018-10,2020-01,Long-term migrant,Arrivals,Female,0-4 years,392,0,Provisional
2018-10,2020-01,Long-term migrant,Arrivals,Female,10-14 years,218,0,Provisional
2018-10,2020-01,Long-term migrant,Arrivals,Female,15-19 years,294,0,Provisional
2018-10,2020-01,Long-term migrant,Arrivals,Female,20-24 years,680,0,Provisional
2018-10,2020-01,Long-term migrant,Arrivals,Female,25-29 years,1300,0,Provisional
2018-10,2020-01,Long-term migrant,Arrivals,Female,30-34 years,792,0,Provisional
2018-10,2020-01,Long-term migrant,Arrivals,Female,35-39 years,528,0,Provisional
2018-10,2020-01,Long-term migrant,Arrivals,Female,40-44 years,325,0,Provisional
2018-10,2020-01,Long-term migrant,Arrivals,Female,45-49 years,204,0,Provisional
2018-10,2020-01,Long-term migrant,Arrivals,Female,50-54 years,156,0,Provisional
2018-10,2020-01,Long-term migrant,Arrivals,Female,55-59 years,160,0,Provisional
2018-10,2020-01,Long-term migrant,Arrivals,Female,5-9 years,257,0,Provisional
2018-10,2020-01,Long-term migrant,Arrivals,Female,60-64 years,185,0,Provisional
2018-10,2020-01,Long-term migrant,Arrivals,Female,65-69 years,93,0,Provisional
2018-10,2020-01,Long-term migrant,Arrivals,Female,70-74 years,61,0,Provisional
2018-10,2020-01,Long-term migrant,Arrivals,Female,75-79 years,19,0,Provisional
2018-10,2020-01,Long-term migrant,Arrivals,Female,80-84 years,16,0,Provisional
2018-10,2020-01,Long-term migrant,Arrivals,Female,85-89 years,5,0,Provisional
2018-10,2020-01,Long-term migrant,Arrivals,Female,90+ years,3,0,Provisional
2018-10,2020-01,Long-term migrant,Arrivals,Female,TOTAL,5688,0,Provisional
2018-10,2020-01,Long-term migrant,Arrivals,Male,0-4 years,407,0,Provisional
2018-10,2020-01,Long-term migrant,Arrivals,Male,10-14 years,249,0,Provisional
2018-10,2020-01,Long-term migrant,Arrivals,Male,15-19 years,351,0,Provisional
2018-10,2020-01,Long-term migrant,Arrivals,Male,20-24 years,707,0,Provisional
2018-10,2020-01,Long-term migrant,Arrivals,Male,25-29 years,1101,0,Provisional
2018-10,2020-01,Long-term migrant,Arrivals,Male,30-34 years,928,0,Provisional
2018-10,2020-01,Long-term migrant,Arrivals,Male,35-39 years,627,0,Provisional
2018-10,2020-01,Long-term migrant,Arrivals,Male,40-44 years,429,0,Provisional
